category,batch,key,tests,pairedCompleted,baselineStatus,baselineReason,fspecStatus,fspecReason,baselineTotalRuntimeMs,fspecTotalRuntimeMs,baselineProjectedCG,fspecProjectedCG
trustbound,38,trustbound-b0038-2f30774489,BenchmarkTest01615;BenchmarkTest01616,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,567223,801437,37677,33919
trustbound,41,trustbound-b0041-8c321fa0f5,BenchmarkTest01709;BenchmarkTest01710,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,463536,647860,37706,33935
trustbound,44,trustbound-b0044-5766922ab7,BenchmarkTest01874;BenchmarkTest01875,False,excluded,flowdroid-oom+termination-2,completed,,534590,195402,37656,33885
trustbound,45,trustbound-b0045-7543b5f065,BenchmarkTest01876;BenchmarkTest01955,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,518556,860714,37662,33891
trustbound,47,trustbound-b0047-60fe418b2e,BenchmarkTest01958;BenchmarkTest01959,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,3848551,634837,37478,33708
trustbound,60,trustbound-b0060-d235897c41,BenchmarkTest02624;BenchmarkTest02722,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,4085166,694333,37463,33693
xpathi,1,xpathi-b0001-4390673345,BenchmarkTest00118;BenchmarkTest00207,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,926084,852743,37966,34360
xpathi,4,xpathi-b0004-31f76d2f12,BenchmarkTest00852;BenchmarkTest00941,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,4980204,4047712,37988,34382
xpathi,11,xpathi-b0011-3437c8b510,BenchmarkTest01633;BenchmarkTest01734,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,469343,673203,38028,34422
xpathi,13,xpathi-b0013-41a2fe7823,BenchmarkTest01821;BenchmarkTest01892,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,491283,647888,37788,34183
xss,4,xss-b0004-fef20c11d3,BenchmarkTest00144;BenchmarkTest00145,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2694038,585646,37006,33580
xss,8,xss-b0008-c91f94fe1f,BenchmarkTest00152;BenchmarkTest00153,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,4596607,7198366,37002,33576
xss,20,xss-b0020-2f8ec4ad35,BenchmarkTest00301;BenchmarkTest00375,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,464852,440019,37004,33578
xss,22,xss-b0022-5b0713903f,BenchmarkTest00378;BenchmarkTest00379,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,435087,688568,37206,33792
xss,24,xss-b0024-4afa4c176e,BenchmarkTest00382;BenchmarkTest00383,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,626185,4924245,37208,33794
xss,25,xss-b0025-9b1b67efa3,BenchmarkTest00384;BenchmarkTest00385,False,missing,process-timeout,excluded,flowdroid-oom+termination-2,0,5122135,0,33791
xss,26,xss-b0026-81c395dea7,BenchmarkTest00386;BenchmarkTest00387,False,excluded,flowdroid-oom+termination-2,missing,process-timeout,13523493,0,36966,0
xss,28,xss-b0028-3c3702c9a2,BenchmarkTest00390;BenchmarkTest00391,False,excluded,flowdroid-oom+termination-2,completed,,689397,291319,37262,33848
xss,30,xss-b0030-2f284492db,BenchmarkTest00394;BenchmarkTest00395,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,615554,736838,36968,33555
xss,48,xss-b0048-624795b1ff,BenchmarkTest00644;BenchmarkTest00645,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,535428,666360,36985,33572
xss,51,xss-b0051-11b2906ff5,BenchmarkTest00650;BenchmarkTest00651,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,462340,840915,37209,33795
xss,54,xss-b0054-408c479f5d,BenchmarkTest00714;BenchmarkTest00715,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,426517,509184,37061,33648
xss,55,xss-b0055-b7cf825510,BenchmarkTest00716;BenchmarkTest00717,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,4415708,3959850,37303,33889
xss,58,xss-b0058-58d6839feb,BenchmarkTest00722;BenchmarkTest00723,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,5661553,3887331,36965,33552
xss,59,xss-b0059-0798eaab91,BenchmarkTest00724;BenchmarkTest00725,False,missing,process-timeout,missing,process-timeout,0,0,0,0
xss,62,xss-b0062-e4cc5d8dab,BenchmarkTest00730;BenchmarkTest00737,False,missing,process-timeout,excluded,flowdroid-oom+termination-2,0,6633928,0,33799
xss,66,xss-b0066-83935ad065,BenchmarkTest00805;BenchmarkTest00806,False,missing,process-timeout,excluded,flowdroid-oom+termination-2,0,6059110,0,33817
xss,67,xss-b0067-5e8115083d,BenchmarkTest00807;BenchmarkTest00808,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,631003,685254,37002,33576
xss,79,xss-b0079-75e37bbcaa,BenchmarkTest01046;BenchmarkTest01047,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,4860546,688753,37023,33597
xss,85,xss-b0085-a4557d17d5,BenchmarkTest01063;BenchmarkTest01171,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,496523,669004,37257,33830
xss,92,xss-b0092-41c0eb365e,BenchmarkTest01252;BenchmarkTest01253,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,5138316,4935710,36973,33560
xss,93,xss-b0093-0240b65455,BenchmarkTest01254;BenchmarkTest01255,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,466621,653919,37291,33875
xss,95,xss-b0095-e2dbd9d876,BenchmarkTest01258;BenchmarkTest01259,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,3511929,3832922,37174,33760
xss,96,xss-b0096-8187e85ebc,BenchmarkTest01260;BenchmarkTest01261,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,747766,542290,37212,33798
xss,99,xss-b0099-50a977db9b,BenchmarkTest01266;BenchmarkTest01267,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,3641431,3763177,36975,33562
xss,100,xss-b0100-4764c7fa98,BenchmarkTest01268;BenchmarkTest01284,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,537723,586346,37221,33807
xss,120,xss-b0120-98499e0f1d,BenchmarkTest01509;BenchmarkTest01510,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,424815,590796,36993,33580
xss,122,xss-b0122-cc366b020a,BenchmarkTest01513;BenchmarkTest01514,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,4204159,5620485,36979,33566
xss,123,xss-b0123-35434eb5b0,BenchmarkTest01515;BenchmarkTest01525,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,575375,621716,37226,33812
xss,128,xss-b0128-02ccc238ad,BenchmarkTest01591;BenchmarkTest01592,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,464373,670035,37210,33796
xss,130,xss-b0130-dec7e6878f,BenchmarkTest01595;BenchmarkTest01596,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,404833,475602,37050,33635
xss,131,xss-b0131-4649a5ea95,BenchmarkTest01597;BenchmarkTest01598,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,413427,628735,37215,33801
xss,132,xss-b0132-53165f3bfd,BenchmarkTest01599;BenchmarkTest01657,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,3862946,5083341,37006,33580
xss,135,xss-b0135-0a29f5a74e,BenchmarkTest01662;BenchmarkTest01663,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,481870,4795767,37211,33784
xss,137,xss-b0137-972edd4e46,BenchmarkTest01666;BenchmarkTest01667,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,646561,4519968,37024,33598
xss,138,xss-b0138-22e9ee2b62,BenchmarkTest01668;BenchmarkTest01669,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,3804993,564028,37110,33684
xss,147,xss-b0147-e80dd6cce9,BenchmarkTest01916;BenchmarkTest01917,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,452669,483657,37100,33674
xss,152,xss-b0152-7e6bf8630b,BenchmarkTest01926;BenchmarkTest01927,False,excluded,flowdroid-oom+termination-2,completed,,570633,218128,37199,33772
xss,161,xss-b0161-cea1e98a8d,BenchmarkTest02125;BenchmarkTest02126,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,795505,748505,37305,33891
xss,163,xss-b0163-821dd8a596,BenchmarkTest02129;BenchmarkTest02130,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,504655,512022,36965,33552
xss,164,xss-b0164-4b71c67b10,BenchmarkTest02131;BenchmarkTest02132,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,547028,540540,37207,33793
xss,166,xss-b0166-36e8058593,BenchmarkTest02135;BenchmarkTest02136,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,427611,638979,37205,33791
xss,167,xss-b0167-c7c4faec1e,BenchmarkTest02145;BenchmarkTest02221,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,591938,592656,37215,33801
xss,189,xss-b0189-0147da88ca,BenchmarkTest02396;BenchmarkTest02397,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,598346,703533,37212,33798
xss,191,xss-b0191-2e543713d6,BenchmarkTest02400;BenchmarkTest02401,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,336634,439373,37046,33631
xss,192,xss-b0192-450ff90397,BenchmarkTest02402;BenchmarkTest02403,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,3509403,3796709,37214,33800
xss,195,xss-b0195-d8e130b62f,BenchmarkTest02408;BenchmarkTest02409,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,455621,631397,37217,33803
xss,198,xss-b0198-f615407510,BenchmarkTest02483;BenchmarkTest02484,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,5704111,4598968,36967,33554
xss,201,xss-b0201-778f11210e,BenchmarkTest02489;BenchmarkTest02490,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,557155,657255,37204,33790
xss,202,xss-b0202-c3f5988b40,BenchmarkTest02491;BenchmarkTest02492,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,549791,635535,37306,33892
xss,203,xss-b0203-ae9af4cb3e,BenchmarkTest02493;BenchmarkTest02494,False,missing,process-timeout,excluded,flowdroid-oom+termination-2,0,13222400,0,33570
xss,205,xss-b0205-9e9f336c7b,BenchmarkTest02578;BenchmarkTest02579,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,472808,560794,36998,33572
xss,209,xss-b0209-d4bb59ff53,BenchmarkTest02586;BenchmarkTest02587,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,442700,599452,37241,33814
xss,210,xss-b0210-36e879f54d,BenchmarkTest02588;BenchmarkTest02589,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,410818,565029,37246,33819
xss,211,xss-b0211-ac47d99047,BenchmarkTest02590;BenchmarkTest02591,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,530040,716358,37006,33580
