category,batch,key,tests,pairedCompleted,baselineStatus,baselineReason,fspecStatus,fspecReason,baselineTotalRuntimeMs,fspecTotalRuntimeMs,baselineProjectedCG,fspecProjectedCG
sqli,72,sqli-b0072-6871718e0c,BenchmarkTest00848;BenchmarkTest00849,True,completed,,completed,,858501,389645,127724,111777
sqli,73,sqli-b0073-1a825884dc,BenchmarkTest00850;BenchmarkTest00851,True,completed,,completed,,860714,376255,127720,111773
sqli,74,sqli-b0074-ec2393cd2c,BenchmarkTest00924;BenchmarkTest00925,True,completed,,completed,,921814,391010,127709,111775
sqli,75,sqli-b0075-439312dc47,BenchmarkTest00926;BenchmarkTest00927,True,completed,,completed,,852183,416349,127689,111755
sqli,76,sqli-b0076-2bed91b636,BenchmarkTest00928;BenchmarkTest00929,True,completed,,completed,,875772,388356,127678,111744
sqli,77,sqli-b0077-147e55ed19,BenchmarkTest00930;BenchmarkTest00931,True,completed,,completed,,856530,377808,128395,112420
sqli,78,sqli-b0078-0fc6147e5d,BenchmarkTest00932;BenchmarkTest00933,True,completed,,completed,,880647,379966,128632,112538
sqli,79,sqli-b0079-dd6e372b02,BenchmarkTest00934;BenchmarkTest00935,True,completed,,completed,,850062,372919,128573,112525
sqli,80,sqli-b0080-48562b3086,BenchmarkTest00936;BenchmarkTest00937,True,completed,,completed,,896490,367835,128185,112211
sqli,81,sqli-b0081-2d90a942f1,BenchmarkTest00938;BenchmarkTest00939,True,completed,,completed,,871023,382335,127873,111938
sqli,82,sqli-b0082-4141546594,BenchmarkTest00940;BenchmarkTest00996,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1384087,4036065,127911,111963
sqli,83,sqli-b0083-90e047b64a,BenchmarkTest00997;BenchmarkTest00998,True,completed,,completed,,832043,382846,127718,111771
sqli,84,sqli-b0084-f1d2b2b485,BenchmarkTest00999;BenchmarkTest01000,True,completed,,completed,,839532,425292,127901,111953
sqli,85,sqli-b0085-4695b724c4,BenchmarkTest01001;BenchmarkTest01002,True,completed,,completed,,852024,373640,127712,111765
sqli,86,sqli-b0086-60058bbf44,BenchmarkTest01003;BenchmarkTest01004,True,completed,,completed,,859271,362143,127719,111772
sqli,87,sqli-b0087-174a2b66ec,BenchmarkTest01005;BenchmarkTest01006,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1261505,3496149,128414,112425
sqli,88,sqli-b0088-7f8a336bb8,BenchmarkTest01007;BenchmarkTest01008,True,completed,,completed,,890838,2147064,128804,112844
sqli,89,sqli-b0089-2dc0625e9d,BenchmarkTest01009;BenchmarkTest01010,True,completed,,completed,,1003459,2875595,128761,112872
sqli,90,sqli-b0090-9a041406dc,BenchmarkTest01011;BenchmarkTest01012,True,completed,,completed,,851003,376307,127728,111781
sqli,91,sqli-b0091-95217cbc79,BenchmarkTest01083;BenchmarkTest01084,True,completed,,completed,,834895,368777,127716,111769
sqli,92,sqli-b0092-8d828f2853,BenchmarkTest01085;BenchmarkTest01086,True,completed,,completed,,883609,2550843,128195,112208
sqli,93,sqli-b0093-df9714e55f,BenchmarkTest01087;BenchmarkTest01088,True,completed,,completed,,830980,2459967,128362,112373
sqli,94,sqli-b0094-b9d55024f3,BenchmarkTest01089;BenchmarkTest01090,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1244821,3429815,128716,112666
sqli,95,sqli-b0095-6b1da49a58,BenchmarkTest01091;BenchmarkTest01092,True,completed,,completed,,843251,382105,127722,111775
sqli,96,sqli-b0096-72928481a5,BenchmarkTest01093;BenchmarkTest01094,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2591431,4596688,127721,111774
sqli,97,sqli-b0097-cad4fc945e,BenchmarkTest01095;BenchmarkTest01096,True,completed,,completed,,851229,496046,127723,111776
sqli,98,sqli-b0098-939961e573,BenchmarkTest01097;BenchmarkTest01098,True,completed,,completed,,867637,394427,127722,111775
sqli,99,sqli-b0099-ab6c3bd975,BenchmarkTest01208;BenchmarkTest01209,True,completed,,completed,,856849,374559,127728,111781
sqli,100,sqli-b0100-6f54c557f6,BenchmarkTest01210;BenchmarkTest01211,True,completed,,completed,,829473,379478,127721,111774
sqli,101,sqli-b0101-eb61d6aaa4,BenchmarkTest01212;BenchmarkTest01213,True,completed,,completed,,854566,400868,127722,111775
sqli,102,sqli-b0102-29ca661853,BenchmarkTest01214;BenchmarkTest01215,True,completed,,completed,,866412,390837,128414,112425
sqli,103,sqli-b0103-679130ed7d,BenchmarkTest01216;BenchmarkTest01217,True,completed,,completed,,855540,386586,127948,112000
sqli,104,sqli-b0104-2a2b9c4287,BenchmarkTest01218;BenchmarkTest01219,True,completed,,completed,,855836,372217,127732,111785
sqli,105,sqli-b0105-7c38e98688,BenchmarkTest01220;BenchmarkTest01221,True,completed,,completed,,903569,373726,127905,111957
sqli,106,sqli-b0106-d2c4329220,BenchmarkTest01222;BenchmarkTest01301,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1246394,3772080,127948,112000
sqli,107,sqli-b0107-7bbc85e03e,BenchmarkTest01302;BenchmarkTest01303,True,completed,,completed,,1044133,3472123,127881,111946
sqli,108,sqli-b0108-7bb8398fce,BenchmarkTest01304;BenchmarkTest01305,True,completed,,completed,,920486,375076,127686,111752
sqli,109,sqli-b0109-ddbb6e3f17,BenchmarkTest01306;BenchmarkTest01307,True,completed,,completed,,1057085,3233075,127869,111934
sqli,110,sqli-b0110-e2ceebb3eb,BenchmarkTest01308;BenchmarkTest01309,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1678771,3385502,128938,112900
sqli,111,sqli-b0111-84e98867f0,BenchmarkTest01310;BenchmarkTest01311,True,completed,,completed,,852110,368897,127686,111752
sqli,112,sqli-b0112-70b2c427c6,BenchmarkTest01312;BenchmarkTest01313,True,completed,,completed,,899176,392086,127693,111759
sqli,113,sqli-b0113-82711a9eea,BenchmarkTest01314;BenchmarkTest01315,True,completed,,completed,,834233,379477,127680,111746
sqli,114,sqli-b0114-d040e90743,BenchmarkTest01378;BenchmarkTest01379,True,completed,,completed,,825135,369808,127908,111973
sqli,115,sqli-b0115-8accd206ac,BenchmarkTest01380;BenchmarkTest01381,True,completed,,completed,,860035,375738,127686,111752
sqli,116,sqli-b0116-3a927d7684,BenchmarkTest01382;BenchmarkTest01383,True,completed,,completed,,917945,395574,127700,111766
sqli,117,sqli-b0117-8e36a81f8a,BenchmarkTest01384;BenchmarkTest01385,True,completed,,completed,,883068,362081,127681,111747
sqli,118,sqli-b0118-24d18e0757,BenchmarkTest01386;BenchmarkTest01387,True,completed,,completed,,855742,366471,128331,112355
sqli,119,sqli-b0119-f1bc9d0ae4,BenchmarkTest01388;BenchmarkTest01389,True,completed,,completed,,852414,370804,128745,112649
sqli,120,sqli-b0120-8b171f4540,BenchmarkTest01390;BenchmarkTest01391,True,completed,,completed,,999519,483427,128349,112373
sqli,121,sqli-b0121-fd030792b2,BenchmarkTest01392;BenchmarkTest01393,True,completed,,completed,,889311,365877,127908,111973
sqli,122,sqli-b0122-bec78088a8,BenchmarkTest01394;BenchmarkTest01395,True,completed,,completed,,832017,369169,127681,111747
sqli,123,sqli-b0123-9e2f725c4b,BenchmarkTest01396;BenchmarkTest01459,True,completed,,completed,,852966,375106,127712,111778
sqli,124,sqli-b0124-949c6b4e00,BenchmarkTest01460;BenchmarkTest01461,True,completed,,completed,,879910,447221,127691,111757
sqli,125,sqli-b0125-afa221a3d9,BenchmarkTest01462;BenchmarkTest01463,True,completed,,completed,,799217,358516,127680,111746
sqli,126,sqli-b0126-ed5d179130,BenchmarkTest01464;BenchmarkTest01465,True,completed,,completed,,851543,355234,128161,112187
sqli,127,sqli-b0127-1c225ea3a4,BenchmarkTest01466;BenchmarkTest01467,True,completed,,completed,,849804,378126,128626,112532
sqli,128,sqli-b0128-3c967b6096,BenchmarkTest01468;BenchmarkTest01469,True,completed,,completed,,925397,376439,129026,112870
sqli,129,sqli-b0129-eb3acb9f1a,BenchmarkTest01470;BenchmarkTest01471,True,completed,,completed,,863765,378103,128507,112461
sqli,130,sqli-b0130-1e484b55bc,BenchmarkTest01472;BenchmarkTest01473,True,completed,,completed,,1020890,376168,127912,111977
sqli,131,sqli-b0131-8b92ce5129,BenchmarkTest01474;BenchmarkTest01475,True,completed,,completed,,829001,374004,127889,111954
sqli,132,sqli-b0132-33bfcd08d9,BenchmarkTest01476;BenchmarkTest01477,True,completed,,completed,,1095203,403605,127701,111767
sqli,133,sqli-b0133-5ad2a0ecfe,BenchmarkTest01552;BenchmarkTest01553,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2000601,4529986,128165,112191
sqli,134,sqli-b0134-8e7731deca,BenchmarkTest01554;BenchmarkTest01555,True,completed,,completed,,844796,390707,128761,112665
sqli,135,sqli-b0135-b17a3119a2,BenchmarkTest01556;BenchmarkTest01557,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2796083,5412957,128335,112359
sqli,136,sqli-b0136-a5f513bd2a,BenchmarkTest01558;BenchmarkTest01559,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2613589,4577105,127691,111757
sqli,137,sqli-b0137-d433aaadf3,BenchmarkTest01560;BenchmarkTest01620,True,completed,,completed,,893991,396974,127690,111756
sqli,138,sqli-b0138-5cce60bf6b,BenchmarkTest01621;BenchmarkTest01622,True,completed,,completed,,846867,381878,127686,111752
sqli,139,sqli-b0139-c81116d777,BenchmarkTest01623;BenchmarkTest01624,True,completed,,completed,,912673,382084,128193,112219
sqli,140,sqli-b0140-475c3272e5,BenchmarkTest01625;BenchmarkTest01626,True,completed,,completed,,894747,404257,128349,112373
sqli,141,sqli-b0141-1d370c4ed1,BenchmarkTest01627;BenchmarkTest01628,True,completed,,completed,,835118,378203,127681,111747
sqli,142,sqli-b0142-3943a822b7,BenchmarkTest01629;BenchmarkTest01630,True,completed,,completed,,1056429,2962175,127869,111934
sqli,143,sqli-b0143-f09a66d4e0,BenchmarkTest01631;BenchmarkTest01712,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1182867,3169053,127724,111777
sqli,144,sqli-b0144-df1131b5b1,BenchmarkTest01713;BenchmarkTest01714,True,completed,,completed,,854003,373310,127722,111775
sqli,145,sqli-b0145-93364c3623,BenchmarkTest01715;BenchmarkTest01716,True,completed,,completed,,854200,369192,127736,111789
sqli,146,sqli-b0146-46e394a22e,BenchmarkTest01717;BenchmarkTest01718,True,completed,,completed,,835988,374603,127722,111775
sqli,147,sqli-b0147-4233c37785,BenchmarkTest01719;BenchmarkTest01720,True,completed,,completed,,857355,1605833,128196,112209
sqli,148,sqli-b0148-a786fb526f,BenchmarkTest01721;BenchmarkTest01722,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1654527,5627967,128261,112274
sqli,149,sqli-b0149-3072d43c3e,BenchmarkTest01723;BenchmarkTest01724,True,completed,,completed,,882713,1623219,128779,112670
sqli,150,sqli-b0150-7aeb3766aa,BenchmarkTest01725;BenchmarkTest01726,True,completed,,completed,,888096,1601980,129078,113132
sqli,151,sqli-b0151-e23f017734,BenchmarkTest01727;BenchmarkTest01728,True,completed,,completed,,907273,2639250,128227,112240
sqli,152,sqli-b0152-a4310f8221,BenchmarkTest01729;BenchmarkTest01730,True,completed,,completed,,867639,376577,127733,111786
sqli,153,sqli-b0153-96ae4f655d,BenchmarkTest01731;BenchmarkTest01732,True,completed,,completed,,859376,361205,127723,111776
sqli,154,sqli-b0154-07981c332e,BenchmarkTest01733;BenchmarkTest01803,True,completed,,completed,,843179,378187,127743,111796
sqli,155,sqli-b0155-a0d1baee2e,BenchmarkTest01804;BenchmarkTest01805,True,completed,,completed,,842918,392495,127697,111763
sqli,156,sqli-b0156-54c92bdc0f,BenchmarkTest01806;BenchmarkTest01807,True,completed,,completed,,877034,373748,128193,112219
sqli,157,sqli-b0157-daeda91ad7,BenchmarkTest01808;BenchmarkTest01809,True,completed,,completed,,1321028,379234,128971,112874
sqli,158,sqli-b0158-db4c1e3868,BenchmarkTest01810;BenchmarkTest01811,True,completed,,completed,,979453,382805,128471,112421
sqli,159,sqli-b0159-7d663178ec,BenchmarkTest01812;BenchmarkTest01813,True,completed,,completed,,890080,408558,128868,112770
sqli,160,sqli-b0160-858a32ac47,BenchmarkTest01814;BenchmarkTest01815,True,completed,,completed,,857962,400884,128500,112625
sqli,161,sqli-b0161-2f5ecaaa0c,BenchmarkTest01816;BenchmarkTest01817,True,completed,,completed,,857651,365510,127689,111755
sqli,162,sqli-b0162-1c120a1872,BenchmarkTest01818;BenchmarkTest01819,True,completed,,completed,,852964,400477,127696,111762
sqli,163,sqli-b0163-8a20125846,BenchmarkTest01820;BenchmarkTest01877,True,completed,,completed,,855481,390329,127724,111777
sqli,164,sqli-b0164-e4e4c81c47,BenchmarkTest01878;BenchmarkTest01879,True,completed,,completed,,859285,390845,127712,111765
sqli,165,sqli-b0165-ca59890649,BenchmarkTest01880;BenchmarkTest01881,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1333284,3512221,128224,112237
sqli,166,sqli-b0166-96d1adf0cc,BenchmarkTest01882;BenchmarkTest01883,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2677769,4198983,128537,112649
sqli,167,sqli-b0167-443aa766cb,BenchmarkTest01884;BenchmarkTest01885,True,completed,,completed,,909339,2773887,128219,112232
sqli,168,sqli-b0168-5e2c582b03,BenchmarkTest01886;BenchmarkTest01887,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1295051,4032289,127934,111986
sqli,169,sqli-b0169-4d5a133d2e,BenchmarkTest01888;BenchmarkTest01889,True,completed,,completed,,876336,416557,127706,111759
sqli,170,sqli-b0170-4628fadc3b,BenchmarkTest01890;BenchmarkTest01891,True,completed,,completed,,850973,382820,127706,111759
sqli,171,sqli-b0171-c5ef6c4797,BenchmarkTest01961;BenchmarkTest01962,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1482292,3729296,127936,111988
sqli,172,sqli-b0172-f4b3e53e09,BenchmarkTest01963;BenchmarkTest01964,True,completed,,completed,,878102,2474371,128269,112282
sqli,173,sqli-b0173-01883c2aab,BenchmarkTest01965;BenchmarkTest01966,True,completed,,completed,,868806,2528300,128746,112696
sqli,174,sqli-b0174-a1a9eeda56,BenchmarkTest01967;BenchmarkTest01968,True,completed,,completed,,873295,2485799,128766,112716
sqli,175,sqli-b0175-bedfd86052,BenchmarkTest01969;BenchmarkTest01970,True,completed,,completed,,891668,378208,127715,111768
sqli,176,sqli-b0176-22a1ee0176,BenchmarkTest01971;BenchmarkTest01972,True,completed,,completed,,867122,365403,127711,111764
sqli,177,sqli-b0177-841cc9b2e1,BenchmarkTest01973;BenchmarkTest02087,True,completed,,completed,,840271,379439,127737,111790
sqli,178,sqli-b0178-70ffc94ace,BenchmarkTest02088;BenchmarkTest02089,True,completed,,completed,,842763,372125,127730,111783
sqli,179,sqli-b0179-8faf71a91d,BenchmarkTest02090;BenchmarkTest02091,True,completed,,completed,,853422,382004,128236,112249
sqli,180,sqli-b0180-bcf27daf43,BenchmarkTest02092;BenchmarkTest02093,True,completed,,completed,,756630,400608,127717,111770
sqli,181,sqli-b0181-e106b558e6,BenchmarkTest02094;BenchmarkTest02095,True,completed,,completed,,872893,374878,127716,111769
sqli,182,sqli-b0182-7005f9e9d7,BenchmarkTest02096;BenchmarkTest02097,True,completed,,completed,,853815,383029,127911,111963
sqli,183,sqli-b0183-77cb154c87,BenchmarkTest02098;BenchmarkTest02099,True,completed,,completed,,866870,385399,127906,111958
sqli,184,sqli-b0184-eb006b0830,BenchmarkTest02169;BenchmarkTest02170,True,completed,,completed,,888718,375076,127863,111928
sqli,185,sqli-b0185-b7c42bc5cf,BenchmarkTest02171;BenchmarkTest02172,True,completed,,completed,,867927,379310,127863,111928
sqli,186,sqli-b0186-6d76e39d86,BenchmarkTest02173;BenchmarkTest02174,True,completed,,completed,,831696,374978,128182,112208
sqli,187,sqli-b0187-2d4472eba1,BenchmarkTest02175;BenchmarkTest02176,True,completed,,completed,,839499,366670,128153,112179
sqli,188,sqli-b0188-f8adb99f0f,BenchmarkTest02177;BenchmarkTest02178,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2481909,4758955,128614,112520
sqli,189,sqli-b0189-4c4527b161,BenchmarkTest02179;BenchmarkTest02180,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,2662239,4090870,128347,112371
sqli,190,sqli-b0190-8655ad0e3e,BenchmarkTest02181;BenchmarkTest02182,False,excluded,flowdroid-oom+termination-2,completed,,1270886,3566096,128643,112592
sqli,191,sqli-b0191-eee3559dea,BenchmarkTest02183;BenchmarkTest02184,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-timeout+termination-1,1265658,4008596,129243,113309
sqli,192,sqli-b0192-bdad22bf6e,BenchmarkTest02185;BenchmarkTest02186,True,completed,,completed,,870169,385470,127710,111776
sqli,193,sqli-b0193-ef90502407,BenchmarkTest02187;BenchmarkTest02188,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1370795,3383007,127903,111968
sqli,194,sqli-b0194-1cc6130493,BenchmarkTest02264;BenchmarkTest02265,True,completed,,completed,,851618,378078,127686,111752
sqli,195,sqli-b0195-180080cfbd,BenchmarkTest02266;BenchmarkTest02267,True,completed,,completed,,857141,364284,127687,111753
sqli,196,sqli-b0196-248112b7f7,BenchmarkTest02268;BenchmarkTest02269,True,completed,,completed,,836081,371059,127680,111746
sqli,197,sqli-b0197-5be8464157,BenchmarkTest02270;BenchmarkTest02271,True,completed,,completed,,844360,388455,127675,111741
sqli,198,sqli-b0198-d69755c85b,BenchmarkTest02272;BenchmarkTest02273,True,completed,,completed,,829733,382580,128181,112207
sqli,199,sqli-b0199-92e8d79482,BenchmarkTest02274;BenchmarkTest02275,True,completed,,completed,,880973,389933,128328,112352
sqli,200,sqli-b0200-cf55862c0a,BenchmarkTest02276;BenchmarkTest02277,True,completed,,completed,,846401,391211,128926,112829
sqli,201,sqli-b0201-49e5e0d4dd,BenchmarkTest02278;BenchmarkTest02279,True,completed,,completed,,832594,368719,128327,112351
sqli,202,sqli-b0202-38c7871df6,BenchmarkTest02280;BenchmarkTest02281,True,completed,,completed,,852949,376501,128569,112521
sqli,203,sqli-b0203-55a6161c71,BenchmarkTest02282;BenchmarkTest02283,True,completed,,completed,,743010,382682,128187,112213
sqli,204,sqli-b0204-60a77ce623,BenchmarkTest02284;BenchmarkTest02285,True,completed,,completed,,864897,378427,127674,111740
sqli,205,sqli-b0205-3dbf21f529,BenchmarkTest02286;BenchmarkTest02287,True,completed,,completed,,843000,369970,127863,111928
sqli,206,sqli-b0206-1c0abcbe16,BenchmarkTest02288;BenchmarkTest02353,True,completed,,completed,,833845,367272,127680,111746
sqli,207,sqli-b0207-a27c8a34f3,BenchmarkTest02354;BenchmarkTest02355,True,completed,,completed,,854338,392791,127680,111746
sqli,208,sqli-b0208-52d8c93d22,BenchmarkTest02356;BenchmarkTest02357,True,completed,,completed,,833811,367535,128205,112231
sqli,209,sqli-b0209-7146b07a32,BenchmarkTest02358;BenchmarkTest02359,True,completed,,completed,,827931,382771,128739,112643
sqli,210,sqli-b0210-513178a12f,BenchmarkTest02360;BenchmarkTest02361,True,completed,,completed,,834430,363436,128711,112674
sqli,211,sqli-b0211-dc0d41e280,BenchmarkTest02362;BenchmarkTest02363,True,completed,,completed,,874359,384456,128750,112874
sqli,212,sqli-b0212-2347a549db,BenchmarkTest02364;BenchmarkTest02365,True,completed,,completed,,888700,467057,127680,111746
sqli,213,sqli-b0213-23b674d009,BenchmarkTest02366;BenchmarkTest02367,True,completed,,completed,,855695,376795,127896,111961
sqli,214,sqli-b0214-8d8a88bc66,BenchmarkTest02368;BenchmarkTest02369,True,completed,,completed,,823255,398519,127674,111740
sqli,215,sqli-b0215-d8780bc251,BenchmarkTest02449;BenchmarkTest02450,True,completed,,completed,,872024,369611,127686,111752
sqli,216,sqli-b0216-3d002f63b1,BenchmarkTest02451;BenchmarkTest02452,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1289451,3528449,128844,112749
sqli,217,sqli-b0217-e764e43adf,BenchmarkTest02453;BenchmarkTest02454,False,excluded,flowdroid-oom+termination-2,completed,,1538273,3117754,128646,112599
sqli,218,sqli-b0218-27e07a09af,BenchmarkTest02455;BenchmarkTest02456,True,completed,,completed,,835363,375423,127679,111745
sqli,219,sqli-b0219-7fc55d1924,BenchmarkTest02528;BenchmarkTest02529,True,completed,,completed,,847468,368635,127686,111752
sqli,220,sqli-b0220-e897f1c5fa,BenchmarkTest02530;BenchmarkTest02531,True,completed,,completed,,1002151,491204,127680,111746
sqli,221,sqli-b0221-4ee8d39ce7,BenchmarkTest02532;BenchmarkTest02533,True,completed,,completed,,861857,387231,127869,111934
sqli,222,sqli-b0222-5c947ae342,BenchmarkTest02534;BenchmarkTest02535,True,completed,,completed,,835361,382758,127863,111928
sqli,223,sqli-b0223-a8e28b0c91,BenchmarkTest02536;BenchmarkTest02537,True,completed,,completed,,872098,377196,128181,112207
sqli,224,sqli-b0224-887dc3a4fc,BenchmarkTest02538;BenchmarkTest02539,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1421062,3483072,129257,113323
sqli,225,sqli-b0225-f263d41034,BenchmarkTest02540;BenchmarkTest02541,True,completed,,completed,,845840,374392,128185,112211
sqli,226,sqli-b0226-b8eedd0457,BenchmarkTest02542;BenchmarkTest02543,True,completed,,completed,,816984,376370,127694,111760
sqli,227,sqli-b0227-218056c5bd,BenchmarkTest02544;BenchmarkTest02545,True,completed,,completed,,848127,365575,127681,111747
sqli,228,sqli-b0228-8c208a021b,BenchmarkTest02546;BenchmarkTest02625,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1276687,3318733,127719,111772
sqli,229,sqli-b0229-e2aa02511c,BenchmarkTest02626;BenchmarkTest02627,True,completed,,completed,,860500,392067,127899,111951
sqli,230,sqli-b0230-0edb95d051,BenchmarkTest02628;BenchmarkTest02629,True,completed,,completed,,840441,377811,127721,111774
sqli,231,sqli-b0231-875e0c4324,BenchmarkTest02630;BenchmarkTest02631,True,completed,,completed,,823476,367285,127716,111769
sqli,232,sqli-b0232-851b01f7a8,BenchmarkTest02632;BenchmarkTest02633,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1337053,3523553,127933,111985
sqli,233,sqli-b0233-0a819847b7,BenchmarkTest02634;BenchmarkTest02635,True,completed,,completed,,880276,371870,127717,111770
sqli,234,sqli-b0234-14f51e8f1b,BenchmarkTest02636;BenchmarkTest02637,True,completed,,completed,,866454,362764,127716,111769
sqli,235,sqli-b0235-e978db3ee4,BenchmarkTest02638;BenchmarkTest02639,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1330699,3535937,128455,112467
sqli,236,sqli-b0236-0baeed4c07,BenchmarkTest02640;BenchmarkTest02641,True,completed,,completed,,831547,1486588,128236,112249
sqli,237,sqli-b0237-48aac56e5b,BenchmarkTest02642;BenchmarkTest02643,True,completed,,completed,,868915,2277059,128855,112687
sqli,238,sqli-b0238-20edb92e59,BenchmarkTest02644;BenchmarkTest02645,True,completed,,completed,,872409,1561839,128520,112632
sqli,239,sqli-b0239-6e697539e9,BenchmarkTest02646;BenchmarkTest02647,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1255532,3629311,128430,112442
sqli,240,sqli-b0240-c2b3abc85b,BenchmarkTest02648;BenchmarkTest02649,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1735176,5102440,127716,111769
sqli,241,sqli-b0241-6b4cf3fa49,BenchmarkTest02650;BenchmarkTest02651,True,completed,,completed,,861339,367477,127717,111770
sqli,242,sqli-b0242-dbc32e2989,BenchmarkTest02652;BenchmarkTest02653,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,1528105,3737519,127938,111990
sqli,243,sqli-b0243-5b71f4c60a,BenchmarkTest02654;BenchmarkTest02655,True,completed,,completed,,894914,377277,127716,111769
sqli,244,sqli-b0244-57a921e9f5,BenchmarkTest02656;BenchmarkTest02657,True,completed,,completed,,857137,369290,127710,111763
sqli,245,sqli-b0245-d42a58088b,BenchmarkTest02727;BenchmarkTest02728,True,completed,,completed,,859732,361819,127685,111751
sqli,246,sqli-b0246-2c99b33804,BenchmarkTest02729;BenchmarkTest02730,True,completed,,completed,,820480,385967,127906,111971
sqli,247,sqli-b0247-b358e8b2d7,BenchmarkTest02731;BenchmarkTest02732,True,completed,,completed,,866762,384934,128237,112263
sqli,248,sqli-b0248-dc465692cc,BenchmarkTest02733;BenchmarkTest02734,True,completed,,completed,,899311,404172,128755,112659
sqli,249,sqli-b0249-786174bd76,BenchmarkTest02735;BenchmarkTest02736,True,completed,,completed,,861378,410282,128594,112546
sqli,250,sqli-b0250-4644586757,BenchmarkTest02737;BenchmarkTest02738,True,completed,,completed,,856251,396897,128490,112615
sqli,251,sqli-b0251-a15e94d8a7,BenchmarkTest02739;BenchmarkTest02740,True,completed,,completed,,893855,429623,127691,111757
trustbound,0,trustbound-b0000-64ea49b0e9,BenchmarkTest00004;BenchmarkTest00031,True,completed,,completed,,43487,84374,37450,33680
trustbound,1,trustbound-b0001-f146bb7de6,BenchmarkTest00097;BenchmarkTest00098,True,completed,,completed,,46878,82903,37530,33758
trustbound,2,trustbound-b0002-d3623efad6,BenchmarkTest00099;BenchmarkTest00189,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,548232,645482,37704,33933
trustbound,3,trustbound-b0003-79ccbcff6b,BenchmarkTest00250;BenchmarkTest00251,True,completed,,completed,,60224,108234,37423,34020
trustbound,4,trustbound-b0004-2abaaaf419,BenchmarkTest00252;BenchmarkTest00253,True,completed,,completed,,37431,78754,37428,34025
trustbound,5,trustbound-b0005-e6fbb23f1c,BenchmarkTest00321;BenchmarkTest00322,True,completed,,completed,,45558,76772,37462,33692
trustbound,6,trustbound-b0006-ca39b7027b,BenchmarkTest00323;BenchmarkTest00324,True,completed,,completed,,44132,89468,37539,33740
trustbound,7,trustbound-b0007-8d70c47964,BenchmarkTest00325;BenchmarkTest00326,True,completed,,completed,,45084,85351,37534,33762
trustbound,8,trustbound-b0008-a4aeeb63d9,BenchmarkTest00327;BenchmarkTest00424,False,excluded,flowdroid-oom+termination-2,completed,,828192,262246,37676,33905
trustbound,9,trustbound-b0009-85bb81c99d,BenchmarkTest00425;BenchmarkTest00426,True,completed,,completed,,47334,78675,37422,33665
trustbound,10,trustbound-b0010-b82f72b027,BenchmarkTest00427;BenchmarkTest00508,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,425810,6344110,37665,33907
trustbound,11,trustbound-b0011-c7aefccce6,BenchmarkTest00586;BenchmarkTest00587,True,completed,,completed,,60299,118788,37430,33673
trustbound,12,trustbound-b0012-a154512770,BenchmarkTest00588;BenchmarkTest00668,True,completed,,completed,,42889,75787,37426,33669
trustbound,13,trustbound-b0013-feea87dd4b,BenchmarkTest00669;BenchmarkTest00670,True,completed,,completed,,46701,79215,37439,33682
trustbound,14,trustbound-b0014-bd999c08cd,BenchmarkTest00671;BenchmarkTest00754,False,excluded,flowdroid-oom+termination-2,excluded,flowdroid-oom+termination-2,4903881,6957529,37427,33670
trustbound,15,trustbound-b0015-35a0a8e470,BenchmarkTest00755;BenchmarkTest00756,True,completed,,completed,,50565,88126,37498,33739
